aa_eleicao,sq_eleicao_divulga,sg_uf,sg_ue,tp_prestador,cd_esfera_partidaria,ds_esfera_partidaria,nr_partido,sg_partido,sq_candidato,ds_cargo,nm_candidato,ds_situacao_candidatura,ds_situacao_totalizacao,vr_receita,vr_receita_rc_fundo_part,vr_receita_rc_fundo_camp,vr_receita_rc_outros,vr_receita_trf_fundo_part,vr_receita_trf_fundo_camp,vr_receita_trf_outros,dt_carga
2022,2040602022,RS,RS,CA,NA,Não se aplica,19,PODE,210001596144,Deputado Estadual,CELSO KRAMER,Apto,Suplente,472624.0,0.0,0.0,0.0,0.0,472624.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,44,UNIÃO,210001601957,Deputado Estadual,CELSO LUIZ MORAIS,Apto,Suplente,58721.05,0.0,0.0,0.0,6000.0,52721.05,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,40,PSB,210001602879,Deputado Estadual,CESAR BUSNELLO,Apto,Suplente,1500.0,0.0,0.0,0.0,1500.0,0.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,45,PSDB,210001620213,Deputado Estadual,CESAR OLIVEIRA DE SOUZA,Apto,Suplente,140000.0,0.0,0.0,0.0,0.0,140000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,15,MDB,210001647976,Deputado Estadual,CEZAR PAULO MOSSINI,Apto,Suplente,150000.0,0.0,0.0,0.0,0.0,150000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,20,PSC,210001605706,Deputado Estadual,CHARLES LUIZ DE VARGAS,Apto,Não eleito,10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,27,DC,210001725343,Deputado Estadual,CHEILA GULGELMIN,Apto,Não eleito,5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,45,PSDB,210001620184,Deputado Estadual,CHRISTIAN WYSE DE LEMOS,Apto,Suplente,93000.0,0.0,0.0,0.0,0.0,93000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621317,Deputado Estadual,CHRISTINO MATTOS DE AZEVEDO,Apto,Suplente,53000.0,0.0,0.0,0.0,0.0,53000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621315,Deputado Estadual,CHRISTOPHER BELCHIOR GOULART,Apto,Suplente,100000.0,0.0,0.0,0.0,0.0,100000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,50,PSOL,210001604747,Deputado Estadual,CHRISTOPHER BORGES VELEDA,Apto,Suplente,35357.16,0.0,0.0,0.0,0.0,35357.16,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,15,MDB,210001647986,Deputado Estadual,CLAIR TOMÉ KUHN,Apto,Suplente,205000.0,0.0,0.0,0.0,0.0,205000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,44,UNIÃO,210001601944,Deputado Estadual,CLAUDIA DUARTE DE BORBA,Apto,Suplente,129721.05,0.0,0.0,0.0,0.0,129721.05,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,10,REPUBLICANOS,210001601664,Deputado Estadual,CLAUDIA FABIANA PINTO MANTOVANI,Apto,Suplente,100000.0,0.0,0.0,0.0,0.0,100000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,40,PSB,210001602898,Deputado Estadual,CLAUDIA REJANE RODRIGUES LOPES,Apto,Suplente,113000.0,0.0,0.0,0.0,0.0,113000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,20,PSC,210001605728,Deputado Estadual,CLAUDIO DORO,Apto,Não eleito,35000.0,0.0,0.0,0.0,0.0,35000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,22,PL,210001648963,Deputado Estadual,CLAUDIO GILNEI TATSCH,Apto,Eleito por média,305571.14,0.0,0.0,0.0,0.0,305571.14,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,77,SOLIDARIEDADE,210001614118,Deputado Estadual,CLAUDIO RENATO GUIMARAES DA SILVA,Apto,Não eleito,316545.34,0.0,0.0,0.0,0.0,316545.34,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,14,PTB,210001649795,Deputado Estadual,CLAUDIO ROBERTO SILVEIRA PARANHOS,Apto,Suplente,29485.0,0.0,0.0,0.0,0.0,29485.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,13,PT,210001610602,Deputado Estadual,CLAUDIOMIRO FRACASSO,Apto,Suplente,93528.68,0.0,0.0,0.0,0.0,93528.68,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,55,PSD,210001696195,Deputado Estadual,CLAUDIOMIRO PEDRO RODRIGUES,Apto,Suplente,4440.0,0.0,0.0,0.0,0.0,4440.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,15,MDB,210001647987,Deputado Estadual,CLAUDIOMIRO PIAZZA RODRIGUES,Apto,Suplente,130000.0,0.0,0.0,0.0,0.0,130000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,45,PSDB,210001620195,Deputado Estadual,CLEOMAR SANTOS OLIVEIRA,Apto,Suplente,80259.22,0.0,0.0,0.0,0.0,80259.22,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,55,PSD,210001696176,Deputado Estadual,CLÁUDIA VIEIRA DE ARAÚJO,Apto,Suplente,305999.98,0.0,0.0,0.0,0.0,305999.98,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,11,PP,210001647175,Deputado Estadual,CREUZA NOGUEIRA BARRETO,Apto,Suplente,57204.42,0.0,0.0,0.0,0.0,57204.42,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,11,PP,210001647150,Deputado Estadual,CRISTIANE BARBIERO,Apto,Suplente,57204.42,0.0,0.0,0.0,0.0,57204.42,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621335,Deputado Estadual,CRISTIANE SILVEIRA DE DEUS,Apto,Suplente,75000.0,0.0,0.0,0.0,0.0,75000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,44,UNIÃO,210001601960,Deputado Estadual,CRISTIANO CARVALHO DA COSTA,Apto,Suplente,7600.0,0.0,0.0,0.0,0.0,7600.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,19,PODE,210001596146,Deputado Estadual,CRISTINA DA SILVA DE OLIVEIRA,Apto,Suplente,105341.95,0.0,0.0,0.0,0.0,105341.95,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621316,Deputado Estadual,CRISTINA FERNANDES OLIVEIRA,Apto,Suplente,108538.46,0.0,0.0,0.0,0.0,108538.46,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621314,Deputado Estadual,CÁTINA MONTEIRO FRESCURA,Apto,Suplente,55000.0,0.0,0.0,0.0,0.0,55000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,10,REPUBLICANOS,210001601670,Deputado Estadual,DANIELA ARAÚJO DA SILVA,Apto,Suplente,37143.19,0.0,0.0,0.0,19113.19,18030.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,10,REPUBLICANOS,210001601620,Deputado Estadual,DANIELE RECHENMACHER,Apto,Suplente,65000.0,0.0,0.0,0.0,0.0,65000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,51,PATRIOTA,210001611299,Deputado Estadual,DARCI ALESSANDRO MARQUES,Apto,Não eleito,10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,44,UNIÃO,210001601958,Deputado Estadual,DARIO FRANCISCO DA SILVEIRA,Apto,Suplente,264721.05,0.0,0.0,0.0,112721.05,152000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,45,PSDB,210001620206,Deputado Estadual,DARLENE MEDEIROS DOS SANTOS,Apto,Suplente,432041.21,0.0,0.0,0.0,0.0,432041.21,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,14,PTB,210001649797,Deputado Estadual,DAVID VINÍCIUS MADEIRA MARTINS,Apto,Suplente,74511.0,0.0,0.0,0.0,0.0,74511.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621318,Deputado Estadual,DEISI SILVEIRA REINALDO,Apto,Suplente,70000.0,0.0,0.0,0.0,0.0,70000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,22,PL,210001648937,Deputado Estadual,DENISE MEDEIROS TAVARES,Apto,Suplente,24802.48,0.0,0.0,0.0,0.0,24802.48,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,23,CIDADANIA,210001620230,Deputado Estadual,DENIZA DA SILVA SOUZA,Apto,Suplente,85956.3,0.0,0.0,0.0,0.0,85956.3,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,51,PATRIOTA,210001611298,Deputado Estadual,DIARAN LAONE CAMARGO DA SILVA,Apto,Não eleito,10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,51,PATRIOTA,210001611297,Deputado Estadual,DIENIÉLITA DA SILVA DUTRA,Apto,Não eleito,10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,55,PSD,210001696191,Deputado Estadual,DIMAS SOUZA DA COSTA,Apto,Suplente,102460.0,0.0,0.0,0.0,0.0,102460.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,45,PSDB,210001620200,Deputado Estadual,DIOGO PAZ BIER,Apto,Suplente,338900.0,0.0,0.0,0.0,0.0,338900.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,44,UNIÃO,210001601942,Deputado Estadual,DIRCEU FRANCISCON,Apto,Eleito por QP,305921.05,0.0,0.0,0.0,110000.0,195921.05,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,55,PSD,210001696181,Deputado Estadual,DJALMO DA ROSA,Apto,Suplente,40713.0,0.0,0.0,0.0,0.0,40713.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,11,PP,210001647149,Deputado Estadual,DOROTÉO OLIVEIRA DE ABREU FILHO,Apto,Suplente,40000.0,0.0,0.0,0.0,0.0,40000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,14,PTB,210001649796,Deputado Estadual,EDEGAR ANTÔNIO BRISOLARA ROSA,Apto,Suplente,20886.0,0.0,0.0,0.0,0.0,20886.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,10,REPUBLICANOS,210001601636,Deputado Estadual,EDER ANTONIO DE AZEREDO,Apto,Suplente,50000.0,0.0,0.0,0.0,35000.0,15000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,22,PL,210001648938,Deputado Estadual,EDERILDO PAPARICO BACCHI,Apto,Eleito por QP,305571.14,0.0,0.0,0.0,1281.58,304289.56,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,15,MDB,210001647977,Deputado Estadual,EDIVILSON MEURER BRUM,Apto,Eleito por média,150000.0,0.0,0.0,0.0,0.0,150000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,10,REPUBLICANOS,210001601655,Deputado Estadual,EDSON ALCANTARA DOS SANTOS MOTTA,Apto,Suplente,45000.0,0.0,0.0,0.0,20000.0,25000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,77,SOLIDARIEDADE,210001614119,Deputado Estadual,EDSON DE SOUZA GALHO,Apto,Não eleito,36273.6,0.0,0.0,0.0,0.0,36273.6,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621319,Deputado Estadual,EDSON HUMBERTO NESPOLO,Apto,Suplente,173500.0,0.0,0.0,0.0,0.0,173500.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,11,PP,210001647165,Deputado Estadual,EDSON PAULO THEODORO DA ROSA,Apto,Suplente,100000.0,0.0,0.0,0.0,0.0,100000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,55,PSD,210001696199,Deputado Estadual,EDUARDA HERBERT BRENNER,Apto,Suplente,34440.0,0.0,0.0,0.0,0.0,34440.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,23,CIDADANIA,210001620225,Deputado Estadual,EDUARDA MARRANGHELLO LUIZELLI,Apto,Suplente,165740.74,0.0,0.0,0.0,0.0,165740.74,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,19,PODE,210001596161,Deputado Estadual,EDUARDO ANTONIO MATOS,Apto,Suplente,209.14,0.0,0.0,0.0,0.0,209.14,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,44,UNIÃO,210001601948,Deputado Estadual,EDUARDO DE MATOS BORGES,Apto,Suplente,45121.05,0.0,0.0,0.0,0.0,45121.05,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621320,Deputado Estadual,EDUARDO DEBACCO LOUREIRO,Apto,Eleito por QP,449850.0,0.0,0.0,0.0,189250.0,260600.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,44,UNIÃO,210001601949,Deputado Estadual,EDUARDO POMPERMAYER,Apto,Suplente,19000.0,0.0,0.0,0.0,0.0,19000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,14,PTB,210001649804,Deputado Estadual,EILA MARTINS LIMA,Apto,Suplente,20625.0,0.0,0.0,0.0,0.0,20625.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,10,REPUBLICANOS,210001601632,Deputado Estadual,ELIANA DO NASCIMENTO NARVAIS BAYER,Apto,Eleito por QP,871878.77,0.0,0.0,0.0,103136.77,768742.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,28,PRTB,210001696837,Deputado Estadual,ELIANE APARECIDA BRAFF DE OLIVEIRA,Apto,Não eleito,6790.16,0.0,0.0,0.0,0.0,6790.16,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,77,SOLIDARIEDADE,210001614136,Deputado Estadual,ELIANE DE SOUZA DUTRA,Apto,Não eleito,21949.22,0.0,0.0,0.0,0.0,21949.22,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,55,PSD,210001696193,Deputado Estadual,ELIANE SOARES SÁ BRITTO BITENCOURT,Apto,Suplente,114440.0,0.0,0.0,0.0,0.0,114440.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,51,PATRIOTA,210001611296,Deputado Estadual,ELIO RENATO PINTO SOARES,Apto,Não eleito,20000.0,0.0,0.0,0.0,0.0,20000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,20,PSC,210001605731,Deputado Estadual,ELISEU RICARDO VIEIRA,Apto,Não eleito,10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,40,PSB,210001602890,Deputado Estadual,ELIVELSON RODRIGO COLISSI,Apto,Suplente,7500.0,0.0,0.0,0.0,7500.0,0.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,14,PTB,210001649774,Deputado Estadual,ELIZANDRO SILVA DE FREITAS SABINO,Apto,Eleito por média,309569.0,0.0,0.0,0.0,0.0,309569.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,10,REPUBLICANOS,210001601631,Deputado Estadual,ELIZIANE ROSA DA SILVA,Apto,Suplente,77837.69,0.0,0.0,0.0,23513.19,54324.5,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,50,PSOL,210001598503,Deputado Estadual,ELOIR DE OLIVEIRA,Apto,Suplente,40247.49,0.0,0.0,0.0,0.0,40247.49,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,10,REPUBLICANOS,210001601648,Deputado Estadual,ELTON OPPERMANN,Apto,Suplente,25000.0,0.0,0.0,0.0,0.0,25000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,40,PSB,210001602904,Deputado Estadual,ELTON ROBERTO WEBER,Apto,Eleito por QP,213471.5,0.0,0.0,0.0,0.0,213471.5,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,13,PT,210001610603,Deputado Estadual,EMANUEL HASSEN DE JESUS,Apto,Suplente,81392.0,0.0,0.0,0.0,0.0,81392.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,20,PSC,210001605716,Deputado Estadual,EMERSON GOMES MACHADO,Apto,Não eleito,10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,11,PP,210001647164,Deputado Estadual,ERNANI POLO,Apto,Eleito por QP,327204.42,0.0,0.0,0.0,0.0,327204.42,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,14,PTB,210001649803,Deputado Estadual,ERON GASPAR DA SILVA GARCIA,Apto,Suplente,22587.0,0.0,0.0,0.0,0.0,22587.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621321,Deputado Estadual,EVA COELHO DA ROSA,Apto,Suplente,97500.0,0.0,0.0,0.0,0.0,97500.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,13,PT,210001610604,Deputado Estadual,EVA VALÉRIA LORENZATO,Apto,Suplente,108499.9,0.0,0.0,0.0,0.0,108499.9,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,11,PP,210001647163,Deputado Estadual,EVANDRO DE BARROS BEHR,Apto,Suplente,77267.71,0.0,0.0,0.0,0.0,77267.71,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,14,PTB,210001649802,Deputado Estadual,EVANDRO DOS SANTOS MEIRELES,Apto,Suplente,72058.0,0.0,0.0,0.0,0.0,72058.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,13,PT,210001610605,Deputado Estadual,EVANDRO ISRAEL MACHADO PAIXÃO,Apto,Suplente,16058.67,0.0,0.0,0.0,0.0,16058.67,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,51,PATRIOTA,210001611284,Deputado Estadual,EVERALDO FRANCO LEITE,Apto,Não eleito,30000.0,0.0,0.0,0.0,0.0,30000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,15,MDB,210001647989,Deputado Estadual,EVERTON KREMER,Apto,Suplente,85000.0,0.0,0.0,0.0,0.0,85000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,44,UNIÃO,210001601946,Deputado Estadual,EVERTON LUIS MARTINS DOS SANTOS,Apto,Suplente,226721.85,0.0,0.0,0.0,98000.0,128721.85,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,13,PT,210001610606,Deputado Estadual,EVERTON LUIZ DA ROSA ALVES,Apto,Suplente,63127.68,0.0,0.0,0.0,0.0,63127.68,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,20,PSC,210001605717,Deputado Estadual,FABIANO ANDRE DA SILVA,Apto,Não eleito,14640.0,0.0,0.0,0.0,0.0,14640.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,50,PSOL,210001598505,Deputado Estadual,FABIANO MELLO DA COSTA,Apto,Suplente,29333.89,0.0,0.0,0.0,0.0,29333.89,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,50,PSOL,210001598504,Deputado Estadual,FABIO HENRIQUE GOMES,Apto,Suplente,16245.28,0.0,0.0,0.0,0.0,16245.28,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,19,PODE,210001596150,Deputado Estadual,FAISAL MOTHCI KARAM,Apto,Suplente,363266.1,0.0,0.0,0.0,0.0,363266.1,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,11,PP,210001647162,Deputado Estadual,FELIPE KUHN BRAUN,Apto,Suplente,50000.0,0.0,0.0,0.0,0.0,50000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,23,CIDADANIA,210001620183,Deputado Estadual,FERNANDA BISKUP DA LUZ,Apto,Suplente,1026697.05,0.0,0.0,0.0,0.0,1026697.05,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,20,PSC,210001605732,Deputado Estadual,FERNANDA DA CUNHA BARTH,Apto,Não eleito,190000.0,0.0,0.0,0.0,0.0,190000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,50,PSOL,210001598522,Deputado Estadual,FERNANDA PINTO MIRANDA,Apto,Suplente,50375.21,0.0,0.0,0.0,0.0,50375.21,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,14,PTB,210001649801,Deputado Estadual,FERNANDO ANTÔNIO HENNING JUNIOR,Apto,Suplente,42090.0,0.0,0.0,0.0,0.0,42090.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,27,DC,210001725347,Deputado Estadual,FERNANDO CESAR DA SILVEIRA,Apto,Não eleito,8000.0,0.0,0.0,0.0,0.0,8000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,40,PSB,210001602880,Deputado Estadual,FERNANDO DA SILVA BONORINO,Apto,Suplente,32924.6,0.0,0.0,0.0,0.0,32924.6,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,23,CIDADANIA,210001620228,Deputado Estadual,FERNANDO DA SILVA RESNER,Apto,Suplente,32715.29,0.0,0.0,0.0,0.0,32715.29,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,55,PSD,210001696165,Deputado Estadual,FERNANDO RODRIGUES CANTES,Apto,Suplente,60090.0,0.0,0.0,0.0,0.0,60090.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,13,PT,210001610607,Deputado Estadual,FERNANDO STEPHAN MARRONI,Apto,Suplente,293572.0,0.0,0.0,0.0,0.0,293572.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,22,PL,210001648957,Deputado Estadual,FIDÊNCIO SOLANO AMARAL DA SILVA,Apto,Suplente,5571.14,0.0,0.0,0.0,0.0,5571.14,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,20,PSC,210001605718,Deputado Estadual,FILIPE RIOS TEIXEIRA LOPES,Apto,Não eleito,20000.0,0.0,0.0,0.0,0.0,20000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,44,UNIÃO,210001601905,Deputado Estadual,FLAVIO ALBERTO DE LARA,Apto,Suplente,57000.0,0.0,0.0,0.0,0.0,57000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,14,PTB,210001649777,Deputado Estadual,FLAVIO GILBERTO DO NASCIMENTO,Apto,Suplente,75259.0,0.0,0.0,0.0,0.0,75259.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,14,PTB,210001649778,Deputado Estadual,FLÁVIA RAUTA,Apto,Suplente,12375.0,0.0,0.0,0.0,0.0,12375.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,77,SOLIDARIEDADE,210001614115,Deputado Estadual,FRANCINE GARCIA ANTUNES,Apto,Não eleito,10250.0,0.0,0.0,0.0,0.0,10250.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,10,REPUBLICANOS,210001601633,Deputado Estadual,FRANCIS SOMENSI,Apto,Suplente,500000.0,0.0,0.0,0.0,200000.0,300000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,22,PL,210001648976,Deputado Estadual,FRANCISCO ALVES DE SOUZA,Apto,Suplente,10571.14,0.0,0.0,0.0,0.0,10571.14,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,11,PP,210001647166,Deputado Estadual,FRANCISCO DE PAULA VARGAS JUNIOR,Apto,Suplente,30000.0,0.0,0.0,0.0,0.0,30000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,11,PP,210001647167,Deputado Estadual,FREDERICO CANTORI ANTUNES,Apto,Eleito por QP,210676.07,0.0,0.0,0.0,0.0,210676.07,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621322,Deputado Estadual,FÁBIO JOSÉ ARAÚJO LEAL,Apto,Suplente,50000.0,0.0,0.0,0.0,0.0,50000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,23,CIDADANIA,210001620237,Deputado Estadual,GABRIEL DIAS DA SILVA,Apto,Suplente,122098.62,0.0,0.0,0.0,0.0,122098.62,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,43,PV,210001610608,Deputado Estadual,GABRIEL GONÇALVES DA SILVA,Apto,Suplente,156094.0,0.0,0.0,0.0,0.0,156094.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,44,UNIÃO,210001601906,Deputado Estadual,GABRIELA FAGUNDES SCOSI,Apto,Suplente,70721.05,0.0,0.0,0.0,18000.0,52721.05,0.0,2024-04-19 02:05:11
